#NAME	EP1910	RMT	KJB3	TJR	IB5	ALIDNA	IG7	B314	VS15G	NZC319	FB	E321	KJB23	KJB24	JW	IV	KV	EW	LW	RH	LH	GZ	RJ	LP	DS	MM	MN	BB
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;B5-096;uncultured bacterium	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;B5-096;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Candidatus Raymondbacteria;uncultured organism	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;uncultured	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	3	2	0	13	0	0	0	0	0	0	0	1
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;MAT-CR-H6-H10;NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;MAT-CR-H6-H10;uncultured organism	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;NA;NA	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	3	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;NA;uncultured bacterium	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;NA;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	4	0	0	0	2	0	0	2	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;possible family 01;NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;possible family 01;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1	0	2	0	0	3	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;SBYC;uncultured organism	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;TG3;NA	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;TG3;uncultured bacterium	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;TG3;uncultured Chitinivibrionia bacterium	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;TG3;uncultured organism	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;uncultured bacterium;uncultured bacterium	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;uncultured organism;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anaerobacillus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	2	8	6	1	12	0	6	9	0	7	6	5	20	3	1	3	0	1	5	0	0	5	0	0	1	17	2	2
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Ureibacillus	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Vulcanibacillus	2	0	2	0	6	0	1	2	0	1	0	5	38	0	15	4	1	0	21	1	2	37	0	0	2	20	5	0
Bacteria;Firmicutes;Bacilli;Bacillales;Family XII;Exiguobacterium	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Thermobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Paenisporosarcina	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Psychrobacillus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Rummeliibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Tuberibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	0	0	1	0	1	1	0	1	0	5	0	0	0	4	0	1	0	0	0	1	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Novibacillus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae;Caldicoprobacter	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenellaceae R-7 group	1	0	0	0	1	0	0	3	0	4	1	28	3	5	10	22	0	0	1	0	3	5	90	0	1	230	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;uncultured	4	3	1	5	3	0	0	5	0	24	2	18	25	12	52	83	8	14	15	1	40	23	23	0	9	176	5	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Candidatus Arthromitus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 1	1	0	6	3	6	0	0	1	0	0	2	12	4	2	0	0	0	0	0	0	1	0	0	0	0	7	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 13	0	0	2	1	3	0	0	0	0	1	0	3	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 17	1	0	0	0	1	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 18	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 7	2	10	2	0	2	0	10	7	0	2	15	8	128	1	5	4	0	0	1	0	4	9	0	0	1	9	1	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Fonticella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Haloimpatiens	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Hathewaya	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;NA	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Oceanirhabdus	0	0	2	0	2	0	0	1	0	0	2	0	0	1	1	0	1	0	1	1	0	0	0	0	0	4	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;uncultured	0	0	2	2	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 2;Alkaliphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 3;Caloranaerobacter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 3;NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 4;Crassaminicella	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Anaeromicrobium	0	0	1	1	4	0	0	1	0	1	0	6	0	1	2	0	0	0	0	0	0	1	0	0	1	2	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Incertae Sedis;Dethiosulfatibacter	9	12	2	3	2	0	18	28	0	21	12	58	257	11	27	47	4	2	18	0	9	12	8	0	3	89	2	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales vadinBB60 group;NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales vadinBB60 group;uncultured bacterium	0	1	0	0	0	0	1	1	0	8	0	8	2	1	4	18	9	2	12	3	2	5	3	0	1	59	1	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Defluviitaleaceae;Defluviitalea	2	0	0	0	0	0	0	0	0	4	0	8	0	0	1	1	0	0	1	0	0	3	0	0	0	5	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Defluviitaleaceae;Defluviitaleaceae UCG-011	4	1	0	1	0	0	5	9	1	1	3	3	52	5	3	7	0	0	12	0	1	1	1	0	1	20	2	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Acetobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Alkalibacter	0	0	1	2	0	0	0	0	5	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Alkalibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Anaerofustis	0	0	0	2	0	0	0	0	1	1	1	0	2	4	0	0	0	0	1	0	0	0	0	0	0	2	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Anaerococcus	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Anaerosalibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Finegoldia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Gottschalkia	0	0	4	0	1	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	2	1	0	0	0	1	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Peptoniphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Sedimentibacter	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XII;Fusibacter	1	1	3	0	1	0	2	2	0	2	1	2	21	0	3	2	1	1	4	0	2	3	5	0	3	11	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XII;Guggenheimella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XII;NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII;[Eubacterium] brachy group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII;Anaerovorax	9	1	0	0	0	0	0	1	0	23	1	44	0	0	6	3	0	0	2	0	2	1	3	0	0	17	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII;NA	0	0	0	0	0	0	0	0	0	3	0	5	0	0	2	0	0	0	1	0	0	0	0	0	1	4	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII;uncultured	1	3	2	1	1	0	5	5	1	7	1	19	11	0	6	1	1	0	2	1	3	3	1	0	2	9	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII;uncultured bacterium	0	1	0	0	0	0	0	2	0	3	0	11	2	1	0	1	0	0	1	0	1	2	1	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;GoM-GC232-4463-Bac1;NA	1	2	0	2	0	0	1	0	0	0	1	2	6	2	1	0	0	0	0	0	0	2	0	0	0	3	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;GoM-GC232-4463-Bac1;uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Gracilibacteraceae;Gracilibacter	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Gracilibacteraceae;Lutispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae;Hydrogenispora	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;JTB215;Ambiguous_taxa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;JTB215;NA	4	0	0	4	0	0	3	2	1	34	0	100	10	10	4	13	1	1	13	0	8	4	4	0	0	167	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;JTB215;uncultured bacterium	33	9	0	3	0	0	8	10	0	149	3	417	45	7	15	33	0	0	12	0	10	10	6	0	0	197	2	0
Bacteria;Firmicutes;Clostridia;Clostridiales;JTB215;uncultured Firmicutes bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerocolumna	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerosporobacter	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Epulopiscium	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Herbinix	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae AC2044 group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae UCG-007	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA	0	0	0	0	0	0	1	0	0	6	0	5	0	0	1	2	0	0	1	3	2	5	0	0	0	3	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Natranaerovirga	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;uncultured	4	1	6	1	2	0	0	1	0	22	0	30	4	3	6	4	0	1	2	0	2	6	3	0	1	24	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Vallitalea	1	0	0	0	1	0	1	0	0	6	0	4	1	1	2	1	0	0	0	0	1	2	3	0	0	2	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;livecontrolB21;uncultured bacterium	29	1	1	9	6	0	4	4	0	184	2	541	12	54	39	93	4	5	20	0	50	8	41	0	4	442	10	0
Bacteria;Firmicutes;Clostridia;Clostridiales;MAT-CR-H4-C10;NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;MAT-CR-H4-C10;uncultured bacterium	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	2	3	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA	0	0	0	0	1	0	0	0	0	2	0	4	0	1	1	0	2	0	1	0	0	1	2	0	0	2	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Dehalobacter	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Dehalobacterium	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitispora	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfonispora	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfosporosinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;NA	0	0	2	1	0	0	0	0	0	1	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	2	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Pelotomaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Thermincola	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;uncultured	0	0	1	0	0	0	3	2	0	4	0	4	8	6	7	22	0	1	3	1	1	2	7	0	7	29	1	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;uncultured bacterium	1	0	0	0	0	0	0	0	0	7	1	14	2	0	4	16	0	0	1	0	4	0	5	0	0	2	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Intestinibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Paeniclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptoclostridium	0	1	0	0	0	0	0	0	0	8	0	20	0	1	0	2	0	2	4	0	2	1	1	0	1	4	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Romboutsia	0	0	0	2	2	0	0	0	0	0	0	0	4	1	0	2	0	0	0	0	3	1	0	0	0	1	0	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Tepidibacter	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acetivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	124	1	0	0	4	208	3	6	0	0	0	0	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ercella	1	0	0	0	0	0	0	1	0	4	1	7	4	0	0	4	0	2	1	0	0	6	0	0	0	5	0	0
